Word - Frequency
wallsslugcookiewallstaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576639198collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576639198hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576639198hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576639198hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576639198curiesnamewphrefhttpsapiworgreltemplatedtrueid35064linkhttpstechcrunchcomtagdataprotectionnamedata - 1
protectionslugdataprotectiontaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags35064collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags35064hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags35064hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags35064hrefhttpstechcrunchcomwpjsonwpv2tc_videotags35064curiesnamewphrefhttpsapiworgreltemplatedtrueid4045916linkhttpstechcrunchcomtagdataprotectionlawnamedata - 1
lawslugdataprotectionlawtaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags4045916collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags4045916hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags4045916hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags4045916hrefhttpstechcrunchcomwpjsonwpv2tc_videotags4045916curiesnamewphrefhttpsapiworgreltemplatedtrueid5564linkhttpstechcrunchcomtagdatasecuritynamedata - 1
securityslugdatasecuritytaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags5564collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags5564hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags5564hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags5564hrefhttpstechcrunchcomwpjsonwpv2tc_videotags5564curiesnamewphrefhttpsapiworgreltemplatedtrueid202615668linkhttpstechcrunchcomtagdutchdpanamedutch - 1
dpaslugdutchdpataxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags202615668collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags202615668hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags202615668hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags202615668hrefhttpstechcrunchcomwpjsonwpv2tc_videotags202615668curiesnamewphrefhttpsapiworgreltemplatedtrueid449557099linkhttpstechcrunchcomtageuropenameeuropeslugeuropetaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags449557099collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags449557099hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags449557099hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags449557099hrefhttpstechcrunchcomwpjsonwpv2tc_videotags449557099curiesnamewphrefhttpsapiworgreltemplatedtrueid611533linkhttpstechcrunchcomtageuropeancourtofjusticenameeuropean - 1
justiceslugeuropeancourtofjusticetaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags611533collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags611533hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags611533hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags611533hrefhttpstechcrunchcomwpjsonwpv2tc_videotags611533curiesnamewphrefhttpsapiworgreltemplatedtrueid576759598linkhttpstechcrunchcomtageuropeandataprotectionboardnameeuropean - 1
boardslugeuropeandataprotectionboardtaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576759598collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576759598hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576759598hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576759598hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576759598curiesnamewphrefhttpsapiworgreltemplatedtrueid46740linkhttpstechcrunchcomtageuropeanunionnameeuropean - 1
unionslugeuropeanuniontaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags46740collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags46740hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags46740hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags46740hrefhttpstechcrunchcomwpjsonwpv2tc_videotags46740curiesnamewphrefhttpsapiworgreltemplatedtrueid1984560date20200506t053430date_gmt20200506t123430guidrenderedhttpstechcrunchcomp1984560modified20200506t062213modified_gmt20200506t132213slugburstoralcareseriescstatuspublishtypepostlinkhttpstechcrunchcom20200506burstoralcareseriesctitlerenderedgoldman - 1
sach - 3
electr - 3
toothbrush - 7
oral - 9
carecontentrenderedp - 1
idspeakablesummarya - 1
hrefhttpswwwburstoralcarecomburst - 1
carea - 1
sell - 3
boast - 2
charcoal - 2
bristl - 2
33000 - 2
sonic - 2
vibrat - 2
c - 4
undisclos - 2
sizepnpalthough - 1
don8217t - 3
know - 3
amount - 4
round - 19
led - 4
goldman - 2
growth - 7
equiti - 4
doubl - 2
valuat - 4
roundgoldman - 1
sachs8217 - 1
directtoconsum - 2
women8217 - 3
razor - 1
billi - 1
hrefhttpswwwforbescomsitesandriacheng20200109thestakesarehighbehindpgsplantobuygrowingwomensshavingbrandbillierec - 1
pampgapnpth - 1
hundr - 1
thousand - 1
subscrib - 1
buy - 1
6999 - 1
receiv - 1
replac - 1
head - 1
everi - 2
90 - 1
dayscofound - 1
presid - 1
brittani - 4
stewart - 4
argu - 1
grown - 1
recent - 2
covid19 - 12
shut - 1
dentists8217 - 1
offic - 3
dentist - 2
face - 1
hrefhttpswwwdentistrytodaycomnewsindustrynewsitem6158dentalprofessionalsfacehigherrisksofcovid19exposureth - 1
highest - 1
exposureapdiv - 1
classpianoinlinepromodivnp8220th - 1
care - 5
you8217r - 1
home8221 - 1
saidpnpa - 1
patient - 1
keep - 1
mouth - 1
good - 1
shape - 2
profession - 3
cleaningmeanwhil - 1
factori - 1
china - 2
close - 7
done - 1
enough - 2
inventori - 1
plan - 10
subscript - 2
affectedpnpdiv - 1
idattachment_1984597 - 1
stylewidth - 2
690px - 1
classwpcapt - 2
aligncenterimg - 1
ariadescribedbycaptionattachment1984597 - 1
wpimage1984597 - 1
srchttpstechcrunchcomwpcontentuploads202005foundersjpgw680 - 1
altburst - 1
hamish - 4
khayat - 5
height579 - 1
srcsethttpstechcrunchcomwpcontentuploads202005foundersjpg - 1
1374w - 1
httpstechcrunchcomwpcontentuploads202005foundersjpgresize150128 - 1
httpstechcrunchcomwpcontentuploads202005foundersjpgresize300255 - 1
httpstechcrunchcomwpcontentuploads202005foundersjpgresize768654 - 1
httpstechcrunchcomwpcontentuploads202005foundersjpgresize680579 - 1
httpstechcrunchcomwpcontentuploads202005foundersjpgresize5043 - 1
p - 1
idcaptionattachment1984597 - 1
classwpcaptiontextburst - 1
stewartpdivpnpin - 1
fact - 2
although - 1
ecommerc - 1
model - 2
reach - 5
25000 - 1
8220ambassadors8221 - 1
dental - 8
discount - 1
code - 1
referr - 1
fee - 1
recommend - 1
productpnpthi - 1
approach - 1
hrefhttpswwwwiredcomstorymouthtechskept - 1
comparison - 1
multilevel - 1
programsa - 1
closer - 2
affili - 1
modeland - 1
interview - 3
cofound - 1
ceo - 5
startup8217 - 1
real - 3
strength - 2
compar - 1
involv - 1
communitypnp8220sinc - 1
we8217v - 5
singl - 1
show - 3
garner - 1
differ - 4
set - 1
knowledge8221 - 1
saidpnpstewart - 1
consult - 2
8220thousand - 1
professionals8221 - 1
alreadi - 3
beyond - 4
floss - 1
whiten - 1
strip - 1
toothpast - 1
big - 2
prioriti - 2
launch - 3
lineup - 1
kidspnpburst - 1
20 - 1
fundinga - 1
goldman8217 - 1
allison - 1
berardo - 2
hillel - 1
moerman - 1
company8217 - 1
directorspnp8220w - 1
excit - 5
rest - 2
team - 5
har - 1
commun - 8
build - 5
nextgener - 1
business8221 - 2
statement8220burst - 1
vision - 2
brand - 1
etho - 1
believ - 2
meaning - 1
runway - 1
ahead - 3
regard - 2
suit - 1
gotomarket - 1
strategyu201dpndiv - 1
classwpembeddedcont - 2
datasecret9awi3dzhw1pa - 1
hrefhttpstechcrunchcom20190409investorscontinuetopourmoneyintodentalstartupsinvestor - 1
pour - 2
money - 2
startupsapblockquotenpifram - 1
title8220investor - 1
startups8221 - 1
sandboxallowscript - 1
securityrestrict - 1
styleposit - 1
clip - 1
rect1px - 1
1px - 3
srchttpstechcrunchcom20190409investorscontinuetopourmoneyintodentalstartupsembedsecret9awi3dzhw1 - 1
datasecret9awi3dzhw1 - 1
width800 - 1
height450 - 1
frameborder0 - 1
marginwidth0 - 1
marginheight0 - 1
scrollingnoiframedivnprotectedfalseexcerptrenderedpburst - 1
sizealthough - 1
hellippnprotectedfalseauthor31035538featured_media1984593comment_statusopenping_statusclosedstickyfalsetemplateformatstandardmetaoutcomestatuscrunchbase_tag0amp_statusrelegenceentitiesrelegencesubjectscategories111605766029786052376420429tagscrunchbase_tagtc_stories_taxtc_eventjetpack_featured_media_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgshortlinkhttpstcrnch3djk7hyrapiddataptpctfeaturedfalsesubtitlefundingroundfalseseotitleseodescriptionpremiumcontentfalsepremiumcutoffpercent1tc_cb_mappingassociatedeventnulleventnullauthors31035538hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1984560collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1984560versionhistorycount2hrefhttpstechcrunchcomwpjsonwpv2posts1984560revisionspredecessorversionid1984632hrefhttpstechcrunchcomwpjsonwpv2posts1984560revisions1984632authorsembeddabletruehrefhttpstechcrunchcomwpjsontcv1users31035538httpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1984560actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users31035538wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1984593wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1984560wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1984560taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1984560taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1984560taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1984560taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1984560curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid31035538nameanthoni - 1
haurldescriptionlinkhttpstechcrunchcomauthoranthonyhasluganthonyhaavatar_urls24httpssecuregravatarcomavatar72b358648f4587cc2a11895c32b8e979s24didenticonrg48httpssecuregravatarcomavatar72b358648f4587cc2a11895c32b8e979s48didenticonrg96httpssecuregravatarcomavatar72b358648f4587cc2a11895c32b8e979s96didenticonrglinksfacebookhttpswwwfacebookcomanthonyhatwitterhttpstwittercomanthonyhalinkedinhttpwwwlinkedincominanthonyhacrunchbasehttpswwwcrunchbasecompersonanthonyhapositionsenior - 4
writercbdescriptionpanthoni - 4
ha - 4
writer - 10
media - 10
cohost - 7
origin - 5
podcastprevi - 4
adweek - 4
blog - 4
venturebeat - 4
local - 4
govern - 5
hollist - 4
lanceh - 4
york - 6
citypcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadvlqk5j1ukg37id0pflaytwitteranthonyha_linksselfhrefhttpstechcrunchcomwpjsontcv1users31035538collectionhrefhttpstechcrunchcomwpjsontcv1usersauthorid31035538nameanthoni - 2
citypcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadvlqk5j1ukg37id0pflaytwitteranthonyha_linksselfhrefhttpstechcrunchcomwpjsontcv1users31035538collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1984593date20200506t053113slughyperfocal021typeattachmentlinkhttpstechcrunchcom20200506burstoralcareserieschyperfocal021titlerenderedburst - 1
careauthor31035538licensesource_keyothersourceburst - 1
careauthors31035538captionrenderedpburst - 1
carepnalt_textburst - 1
caremedia_typeimagemime_typeimagejpegmedia_detailswidth1000height1050file2020053brushsetcropped27680_2jpgsizesthumbnailfile3brushsetcropped27680_2jpgresize143150width143height150mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw143mediumfile3brushsetcropped27680_2jpgresize286300width286height300mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw286medium_largefile3brushsetcropped27680_2jpgresize768806width768height806mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw1000largefile3brushsetcropped27680_2jpgresize648680width648height680mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw648guestauthor32file3brushsetcropped27680_2jpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw32h32crop1guestauthor50file3brushsetcropped27680_2jpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw50h50crop1guestauthor64file3brushsetcropped27680_2jpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw64h64crop1guestauthor96file3brushsetcropped27680_2jpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw96h96crop1guestauthor128file3brushsetcropped27680_2jpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw128h128crop1conciergethumbfile3brushsetcropped27680_2jpgresize4850width48height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgw48fullfile3brushsetcropped27680_2jpgwidth1000height1050mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpgimage_metaaperture0creditcameracaptionhyperfoc - 1
0created_timestamp1527180686copyrightfocal_length0iso0shutter_speed0titlehyperfoc - 1
0orientation0keywordsfilesize196243source_urlhttpstechcrunchcomwpcontentuploads2020053brushsetcropped27680_2jpg_linksselfhrefhttpstechcrunchcomwpjsonwpv2media1984593collectionhrefhttpstechcrunchcomwpjsonwpv2mediaabouthrefhttpstechcrunchcomwpjsonwpv2typesattachmentrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1984593authorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users31035538wptermid11160linkhttpstechcrunchcomecommercenameecommerceslugecommercetaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories11160collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories11160hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories11160hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories11160curiesnamewphrefhttpsapiworgreltemplatedtrueid576602978linkhttpstechcrunchcomfundingnamefundingslugfundingtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576602978collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576602978hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576602978hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576602978curiesnamewphrefhttpsapiworgreltemplatedtrueid60523764linkhttpstechcrunchcomfundingsexitsnamefund - 1
exitsslugfundingsexitstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories60523764collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories60523764hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories60523764hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories60523764curiesnamewphrefhttpsapiworgreltemplatedtrueid20429linkhttpstechcrunchcomstartupsnamestartupsslugstartupstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories20429collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories20429hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories20429hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories20429curiesnamewphrefhttpsapiworgreltemplatedtrueid1984640date20200506t063856date_gmt20200506t133856guidrenderedhttpstechcrunchcomp1984640modified20200506t071929modified_gmt20200506t141929sluguberislayingoff3700asridesplummetduetocovid19statuspublishtypepostlinkhttpstechcrunchcom20200506uberislayingoff3700asridesplummetduetocovid19titlerenderedub - 1
lay - 1
3700 - 3
ride - 4
plummet - 1
due - 1
covid19contentrenderedp - 1
classp1span - 6
classs1in - 3
hrefhttpswwwsecgovixdocarchivesedgardata1543151000155278120000325e20313_uber8khtman - 1
sec - 2
filinga - 1
date - 4
week - 7
uber - 7
disclos - 2
layoff - 3
employeesth - 2
figur - 2
14 - 2
percent - 3
hail - 2
giantu2019 - 2
workforcespanpnp - 1
state - 5
job - 3
loss - 2
reduct - 4
expens - 2
u201cin - 2
challeng - 2
uncertainti - 2
impact - 4
companyu2019 - 4
businessu201dspanpnp - 1
classs1whil - 1
hasnu2019t - 1
suspend - 1
altogeth - 1
doubt - 1
taken - 1
massiv - 1
hit - 2
bottom - 1
stay - 3
home - 6
nonessenti - 1
workersspanpdiv - 1
classpianoinlinepromodivnp - 1
hrefhttpstwittercomkatecongerstatus1258026056235155456a - 1
letter - 2
staffa - 2
dara - 2
khosrowshahi - 3
cut - 11
recruitingub - 1
40 - 3
greenlight - 1
locat - 1
inperson - 2
assistancespanpnp - 1
classs1u201cwith - 1
realiti - 1
trip - 1
volum - 1
significantli - 1
commop - 1
support - 2
substantiallyu201d - 1
writesu201cand - 1
hire - 2
freez - 1
simpli - 1
isnu2019t - 1
recruiters8221spanpnp - 1
classs1khosrowshahi - 1
waiv - 2
salari - 2
2020u00a0spanpnp8220in - 1
connect - 3
forego - 1
chief - 7
execut - 2
director - 1
remaind - 1
end - 3
decemb - 2
31 - 1
20208221 - 1
filing8220in - 1
mr - 1
enter - 1
effect - 1
2 - 1
20208221pnpthe - 1
1 - 2
2019pnpwe8217v - 1
hrefhttpscrunchbasecomorganizationub - 1
dataentityuberub - 1
commentpnprotectedfalseexcerptrenderedpin - 1
workforcein - 1
hellippnprotectedfalseauthor699688featured_media1914177comment_statusopenping_statusclosedstickyfalsetemplateformatstandardmetaoutcomestatuscrunchbase_tag0amp_statusrelegenceentitiesrelegencesubjectscategories337576596928tags576734528576740177217609crunchbase_tagtc_stories_taxtc_eventjetpack_featured_media_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgshortlinkhttpstcrnch2ydezl6rapiddataptpctfeaturedfalsesubtitlefundingroundfalseseotitleseodescriptionpremiumcontentfalsepremiumcutoffpercent1tc_cb_mappingslugubercb_nameubercb_sluguberorganizationcb_linkhttpscrunchbasecomorganizationuberassociatedeventnulleventnullauthors699688hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1984640collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1984640versionhistorycount6hrefhttpstechcrunchcomwpjsonwpv2posts1984640revisionspredecessorversionid1984663hrefhttpstechcrunchcomwpjsonwpv2posts1984640revisions1984663authorsembeddabletruehrefhttpstechcrunchcomwpjsontcv1users699688httpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1984640actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users699688wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1914177wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1984640wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1984640taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1984640taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1984640taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1984640taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1984640curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid699688namebrian - 1
heaterurldescriptionlinkhttpstechcrunchcomauthorbrianheaterslugbrianheateravatar_urls24httpssecuregravatarcomavatareb77d830ad404e16ee7a4c7000b5f49ds24didenticonrg48httpssecuregravatarcomavatareb77d830ad404e16ee7a4c7000b5f49ds48didenticonrg96httpssecuregravatarcomavatareb77d830ad404e16ee7a4c7000b5f49ds96didenticonrglinkstwitterhttpstwittercombheaterlinkedinhttpwwwlinkedincompubbrianheater1a9294crunchbasehttpswwwcrunchbasecompersonbrianheaterpositionhardwar - 2
editorcbdescriptionpbrian - 2
heater - 2
techcrunchh - 7
number - 9
engadget - 2
pcmag - 2
laptop - 2
serv - 3
editorhi - 2
wire - 2
playboy - 2
entertain - 6
weekli - 6
onion - 2
bo - 8
daili - 2
beast - 2
variou - 2
publicationsh - 2
podcast - 2
riyl - 2
npr - 2
contributor - 2
share - 2
queen - 2
apart - 2
rabbit - 2
lucypcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadv1461345979xynitsmpgmmobpekzxkgjpgtwitterbheater_linksselfhrefhttpstechcrunchcomwpjsontcv1users699688collectionhrefhttpstechcrunchcomwpjsontcv1usersauthorid699688namebrian - 1
lucypcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadv1461345979xynitsmpgmmobpekzxkgjpgtwitterbheater_linksselfhrefhttpstechcrunchcomwpjsontcv1users699688collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1914177date20191119t140837slugubertechnologiesincoperationsaheadof10billioniporoadshowtypeattachmentlinkhttpstechcrunchcom20191120ubertransparencygovernmentdataubertechnologiesincoperationsaheadof10billioniporoadshowtitlerenderedub - 1
inc - 4
10 - 3
billion - 3
ipo - 4
roadshowauthor133574210licensesource_keygetti - 1
imagesauthors133574210captionrenderedpa - 1
dashboardmount - 2
app - 15
x - 2
8216mainhattan8217 - 1
financi - 4
district - 2
frankfurt - 2
germani - 2
friday - 2
12 - 4
2019uber8217 - 1
longawait - 2
roadshow - 2
expect - 5
20198217 - 1
biggest - 2
kick - 2
26photograph - 2
alex - 2
krausbloomberg - 2
via - 12
getti - 8
imagespnalt_textmedia_typeimagemime_typeimagejpegmedia_detailswidth4000height2666file201911gettyimages1137478531jpgsizesthumbnailfilegettyimages1137478531jpgresize150100width150height100mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw150mediumfilegettyimages1137478531jpgresize300200width300height200mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw300medium_largefilegettyimages1137478531jpgresize768512width768height512mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw1024largefilegettyimages1137478531jpgresize680453width680height453mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw6801536x1536filegettyimages1137478531jpgresize15361024width1536height1024mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw15362048x2048filegettyimages1137478531jpgresize20481365width2048height1365mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw2048guestauthor32filegettyimages1137478531jpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw32h32crop1guestauthor50filegettyimages1137478531jpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw50h50crop1guestauthor64filegettyimages1137478531jpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw64h64crop1guestauthor96filegettyimages1137478531jpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw96h96crop1guestauthor128filegettyimages1137478531jpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw128h128crop1conciergethumbfilegettyimages1137478531jpgresize5033width50height33mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgw50fullfilegettyimages1137478531jpgwidth1024height682mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201911gettyimages1137478531jpgimage_metaaperture0creditbloomberg - 1
imagescameracaptiona - 1
mainhattan - 1
2019uber - 1
2019 - 5
imagescreated_timestamp0copyrightu00a9 - 1
bloomberg - 1
financ - 3
lpfocal_length0iso0shutter_speed0titleub - 1
roadshoworientation0keywordseuemeaeuropeeutopnewsbusi - 1
